Index,Topic1,Topic2,Count
12077774,Firearm,The Young Turks,790
12082976,Unmanned aerial vehicle,iPhone,392
12109788,Military,Ukraine,288
12127732,Star Wars,Tattoo,271
12130307,Glenn Beck,Zika virus,289
12133449,Hillary Rodham Clinton,Magic,269
12143906,Bernie Sanders,United States Navy SEALs,500
12157421,Oregon,Syrian civil war,346
12183516,Beyoncé Knowles,Ted Cruz,405
12190450,Games,Laughter,345
12202740,Bilderberg Group,Second Amendment,272
12222283,Sarah Palin,Ted Cruz,451
12225204,Federal Bureau of Investigation,Marco Rubio,329
12253762,Alex Jones,Child,275
12256220,Practical joke,Racism,518
12291684,Gun control,White privilege,310
12301170,Police,Road rage,356
12314840,Dog,Girl,250
12339258,Gun control,North Korea,738
12369259,PlayStation 4,Virtual reality,490
12383416,Ben Carson,Oregon,277
12393709,Bill Clinton,Earth,298
12414839,Games,Tank,344
12416816,Gay,Transgender,341
12418043,Glock,Hillary Rodham Clinton,357
12429902,Gun,Ultimate Fighting Championship,317
12433896,Gorilla,Shooting,305
12439824,2015 Libya migrant shipwreck,Prince,280
12443974,Antonin Scalia,Hillary Clinton email system,310
12447881,Doctor Strange,Film,266
12464600,Hillary Rodham Clinton,Temple of Bel,368
12467743,BuzzFeed,Hillary Rodham Clinton,284
12511373,Shotgun,Suppressor,356
12519475,Gun,Jerry Miculek,472
12520187,Firearm,"Meal, Ready-to-Eat",398
12535100,Demon,Martial law,262
12540726,Atheism,Police officer,298
12573405,Hitman 6,Shooting,279
12586716,Captain America,Rifle,284
12588441,Racism,Stefan Molyneux,265
12627868,Cenk Uygur,Rape,329
12643582,Boyfriend,Video blog,293
12653800,David Cameron,Donald Trump,503
12658245,Angela Merkel,North Atlantic Treaty Organization (NATO),300
12678857,Bilderberg Group,Federal Bureau of Investigation,324
12744873,End time,Freemasonry,256
12782516,Barack Obama,Rapping,265
12785168,Illuminati,Nigel Farage,283
12798579,Barack Obama,Ghostbusters III,391
12837319,Barack Obama,David Icke,408
12880680,Flat Earth,Rape,267
12901704,False flag,Gun,438
12902955,Islamic State of Iraq and Syria,Islamic State of Iraq and the Levant,271
12904305,Alex Jones,Yellowstone National Park,422
12927503,Barack Obama,Grand Theft Auto V,498
12968734,Overwatch,Warcraft,274
12985533,Earth,Walmart,359
12994557,.223 Remington,Firearm,290
12997656,China,Firearm,523
13015703,Anita Sarkeesian,Hillary Rodham Clinton,295
13024521,Darth Vader,Firearm,281
13042297,Central Intelligence Agency (CIA),Oregon,290
13046486,Chris Christie,Islamic State of Iraq and the Levant,251
13064721,Electronic Entertainment Expo,Quantum Break,273
13087007,Battlefield 4,Squad,319
13089644,Call of Duty: Black Ops III,Puppy,328
13098280,Military,Pope,274
13114174,AK-47,Short-barreled rifle,279
13127778,Oregon,Syria,548
13146241,Physical exercise,iPhone,305
13147175,Battlefield,Grand Theft Auto,1046
13159966,Firearm,Russia,841
13167609,AK-47,Magpul Industries,283
13198616,FPSRussia,Shotgun,428
13228921,Basketball,Military,305
13245461,Cops,Police officer,332
13272375,Aircraft,Police officer,393
13286528,Black,Star Wars,275
13289036,Global warming,Hillary Rodham Clinton,396
13301556,Donald Trump,Zootopia,295
13301881,Grand Theft Auto,Mixed martial arts,305
13317624,Hoverboard,Shooting,294
13326458,Muslim,The Young Turks,487
13334050,Dinosaur,Practical joke,284
13338168,Military,Sexual intercourse,437
13344202,Earthquake,Food,281
13391393,Gun,"Meal, Ready-to-Eat",447
13446851,Black Lives Matter,Islam,685
13460902,Film,RT,326
13470416,Martial law,Temple of Bel,287
13481703,Hitman 6,Video blog,402
13489154,Film,Steven Crowder,282
13513932,Immigration,United States Navy,258
13532107,Alex Jones,Turkey,420
13551238,Donald Trump,Virtual reality,765
13555597,Donald Trump,Extraterrestrial life,1240
13564197,Battlefield,United States Navy,502
13623048,Glock,Suppressor,317
13626426,Donald Trump,Nuclear weapon,681
13634471,Barack Obama,Bible prophecy,385
13643750,Bill Clinton,Electoral fraud,271
13697449,Syrian civil war,Ukraine,275
13702067,Hand grenade,Shooting,302
13714697,Alex Jones,Sheriff,270
13791986,Barack Obama,Jimmy Kimmel,303
13792796,"Donald Trump presidential campaign, 2016",Unmanned aerial vehicle,272
13806298,Dark Souls,Gameplay,372
13816366,Kim Jong-un,North Korea,381
13826901,Pope,Venezuela,255
13862071,Firearm,United States Navy SEALs,852
13903690,Police officer,Xbox One,268
13935318,United States Navy,Vice News,290
13955063,Dragon Ball,Video game,305
13965023,Prison,Ted Cruz,297
13973300,Donald Trump,Justin Trudeau,430
14034341,Bernie Sanders,Pope,437
14062468,Gun control,Hillary Clinton email system,439
14066300,Refugee,Trailer,332
14082392,David Bowie,Film,379
14085891,Barack Obama,Sheriff,334
14086161,Bundy standoff,Earth,373
14086178,New World Order,Survivalism,323
14122572,Ballistic gelatin,Shooting,302
14122714,Captain America: Civil War,Shooting,364
14130269,Earth,Vladimir Putin,556
14135420,Call of Duty: Black Ops III,Dog,447
14182662,Military,Survival skills,251
14195372,Calais,Donald Trump,255
14202959,Film,Universe,274
14203284,Drake,Grand Theft Auto,432
14214733,ARMA 3,Minecraft,352
14225107,Dark Souls III,Video game,766
14283510,Aircraft,RT,280
14303687,Grand Theft Auto V,September 11 attacks,252
14328342,Special forces,US Marines,615
14366440,Rape,Transportation Security Administration,256
14386917,Gun control,Zika virus,718
14403221,CERN,Unidentified flying object,627
14409351,CERN,Reptilians,328
14427846,Pornography,Star Wars Episode VII,250
14429413,Mario,Video blog,388
14432488,September 11 attacks,Stefan Molyneux,424
14439463,Call of Duty,Call of Duty: Black Ops III,1301
14445385,Star Wars,Tom Clancy's Ghost Recon Wildlands,355
14452189,Animal,Child,272
14489736,Batman,Electronic Entertainment Expo,427
14504352,Bilderberg Group,Martial law,468
14533844,CERN,North Korea,465
14541748,Donald Trump,Liberalism,311
14559672,North Korea,Submarine,273
14580095,Game of Thrones,Practical joke,435
14586197,Garry's Mod,Happy Wheels,364
14586834,Barack Obama,Game of Thrones,349
14617491,Economic collapse,Volcano,411
14642474,Libya,Syria,262
14674045,Racism,Star Wars,370
14680975,Barack Obama,Earth,889
14685089,Shooting,World War I,358
14687025,Barack Obama,Nigel Farage,553
14702408,Bundy standoff,Moon,259
14708760,Republican Party,"Republican Party presidential debates, 2016",285
14712205,Mortal Kombat X,Trailer,257
14720576,Hillary Rodham Clinton,Venezuela,681
14731057,Fox News Channel,Jeb Bush,274
14749737,Ammunition,Donald Trump,456
14768829,US Marines,Video game,769
14779565,Barack Obama,Horror,312
14797440,Film,Planets beyond Neptune,305
14797983,Assault rifle,Soldier,325
14823393,Shotgun,Trigger,362
14827242,Shooting,Taliban,304
14848756,Islamic State of Iraq and the Levant,United States Air Force,398
14905128,Electronic Entertainment Expo,Resident Evil,285
14911035,Car,Suicide Squad,289
14921331,Star Wars: Battlefront,Video blog,457
14929973,Call of Duty,Future,251
14976498,Police officer,Survivalism,305
14981066,Barack Obama,Star Wars,639
15022810,Gun control,Ted Cruz,1033
15031828,Martial law,Walmart,501
15038859,Ted Cruz,Trailer,468
15058180,Antichrist,Economic collapse,418
15064149,Hillary Rodham Clinton,"Republican Party presidential debates, 2016",425
15143436,New World Order,Super Bowl 50,267
15162207,Military,United States Marine Corps Recruit Training,434
15165953,Darth Vader,Trailer,301
15204706,International Space Station,Islamic State of Iraq and the Levant,282
15215887,North Korea,iPhone,279
15218640,Car,Eminem,257
15253641,Tom Clancy's Rainbow Six: Siege,Video blog,529
15282881,Gerald Celente,Gun,254
15296129,ARMA,Squad,250
15298441,Overwatch,Tank,309
15311888,Firearm,Star Wars,946
15373714,Burns,Walmart,256
15435134,Burns,World War III,394
15438329,Proposed referendum on United Kingdom membership of the European Union,Trans-Pacific Partnership,252
15481900,Fire,Shooting,308
15482775,Lockheed Martin F-35 Lightning II,United States Air Force,275
15495270,Prince,Unmanned aerial vehicle,319
15501594,Russia,Zika virus,585
15502307,Bullet,Shotgun,509
15505313,Anonymous,Gun,439
15508190,Ammunition,US Marines,258
15527109,Motorcycle,PewDiePie,279
15527948,Car,Cat,585
15543547,Orlando,Syrian civil war,437
15544857,Morning Joe,Ted Cruz,261
15545072,"Donald Trump presidential campaign, 2016",Military,266
15586607,Star Wars: Battlefront,Xbox One,321
15590884,Grand Theft Auto,Vine,584
15593400,Knife,Video blog,391
15598365,Glenn Beck,Vladimir Putin,292
15621125,Islam,Transportation Security Administration,256
15635464,Syria,Turkey,531
15660998,Oregon,Vladimir Putin,655
15666275,Minecraft,Superman,308
15670151,Fallujah,Islamic State of Iraq and the Levant,440
15677959,Alex Jones,Joaquín Guzmán Loera,284
15693254,Doom,Sniper,289
15694524,Video blog,Weapon,472
15695854,Dog,Grand Theft Auto,627
15708127,Let's Play,Practical joke,371
15736204,Food,Islamic State of Iraq and the Levant,543
15760355,Doom,North Korea,262
15788213,Captain America,Fallout: 4,310
15851159,Counter-Strike: Global Offensive,Hitman 6,388
15855346,United States Bureau of Land Management,World War III,250
15862621,Donald Trump,Nephilim,403
15908755,Military,Navy,354
15909178,Alex Jones,European Union,528
15915005,PewDiePie,Pokémon,261
15928394,Documentary film,Unidentified flying object,291
15928437,Car,PrankvsPrank,276
15938277,Star Wars,Video blog,856
15949545,Late Show with Stephen Colbert,Orlando,269
15966183,Car,Earth,431
15985469,Syrian civil war,United States Armed Forces,267
15986777,Minecraft,Trailer,462
15997553,Bill Clinton,Gun control,607
16015827,Call of Duty,Sexual intercourse,340
16031169,Gun control,Islamophobia,298
16045541,LEGO,Virtual reality,287
16057527,Asteroid,Firearm,414
16065702,Dark Souls III,Far Cry,416
16073159,Military,Venezuela,344
16100005,Rifle,United States Navy SEALs,528
16172763,Grand Theft Auto,Rocket League,350
16216135,End time,Tornado,250
16233179,Hillary Rodham Clinton,The Young Turks,1127
16278021,Antonin Scalia,George Soros,333
16286586,Army,Military,1186
16296738,Anonymous,Unmanned aerial vehicle,281
16312723,Central Intelligence Agency (CIA),North Korea,277
16324979,Feminism,Islam,589
16374825,Overwatch,The Young Turks,257
16389712,Assault rifle,Small Arms,390
16396336,Syria,Trailer,272
16398389,Black Lives Matter,RT,334
16416942,Gun,Sauer & Sohn,286
16424967,Ford,Video game,282
16437655,Republican Party,Robot,267
16440704,Angela Merkel,Vladimir Putin,424
16443726,North Korea,Turkey,474
16457012,Hillary Rodham Clinton,Illegal immigration,303
16463839,Happy Wheels,Star Wars,277
16464093,Oregon,The Bible,273
16476973,Kanye West,Practical joke,469
16491287,Black,Proposed referendum on United Kingdom membership of the European Union,390
16500110,Mario,Minecraft,420
16561369,Syrian civil war,Terrorism,317
16577743,Hillary Clinton email system,Protest,279
16590202,Ark: Survival Evolved,Mod,403
16592943,Milo Yiannopoulos,Video game,274
16595698,Army,Battlefield 4,320
16608204,Car,Girlfriend,299
16612967,Gun,Racism,587
16673312,Gun control,Survival skills,301
16706700,Rape,United States Navy,322
16725068,Immigration,Marco Rubio,333
16736480,Grand Theft Auto IV,Grand Theft Auto V,284
16741588,Electronic Entertainment Expo,Fallout,529
16760729,Shooting,Snake,272
16793934,Donald Trump,Ice Cube,341
16804738,Handgun holster,Shooting sport,250
16828483,Dance,Practical joke,312
16842076,Firearm,Venezuela,531
16861826,Firearm,Gerald Celente,304
16862131,Rape,Star Wars Episode VII,305
16867374,Airsoft,Mod,306
16900309,Jeb Bush,Saudi Arabia,324
16914408,Muslim,Syria,420
16917096,Shotgun,Virtual reality,361
16919478,Hillary Rodham Clinton,National Rifle Association,677
16928891,Gun,John Oliver,389
16969963,Electronic Entertainment Expo,Grand Theft Auto,569
17023911,Helicopter,Robot,250
17041422,Anime,Grand Theft Auto,411
17061713,Grand Theft Auto V,Shooting,727
17083551,ARMA 3,Tom Clancy's Rainbow Six: Siege,421
17088462,Animation,Video blog,290
17101045,Antonin Scalia,Zika virus,524
17112670,Air gun,Shotgun,306
17116638,Firearm,Game of Thrones,442
17147735,Call of Duty: Black Ops III,Music,250
17162314,North Korea,War,323
17199394,Alex Jones,Proposed referendum on United Kingdom membership of the European Union,1124
17216266,Firearm,Shotgun,1158
17218939,New World Order,Reptilians,370
17220440,Islamic State of Iraq and the Levant,Kurds,406
17225895,Extraterrestrial life,Flat Earth,468
17240668,Robot,Virtual reality,317
17242744,"Democratic Party presidential debates, 2016",Islam,259
17253684,Barack Obama,Gold,341
17261352,United Kingdom,Vladimir Putin,390
17264920,PrankvsPrank,Roman Atwood,254
17292289,Doom,io,261
17302110,Gun control,Trigger,256
17318940,Epic Rap Battles of History,Fallout: 4,285
17343432,Barack Obama,Hillary Rodham Clinton,2232
17347158,Military,Muslim,417
17353215,Antonin Scalia,Bernie Sanders,734
17360656,Islam,RT,434
17370939,Firearm,Mossberg 500,294
17390142,David Bowie,Trailer,280
17401895,Combat,Fallout,260
17416154,Film,United States Army,401
17434218,FPSRussia,Practical joke,261
17437697,Fine Brothers,Racism,275
17467486,CollegeHumor,Fallout: 4,299
17485153,Grand Theft Auto,HTC Vive,527
17529664,.22 Long Rifle,Trigger,283
17540341,Bodybuilding,Film,403
17616292,Gameplay,Pokémon,292
17620968,Feminism,Police,486
17627469,Dance,Video blog,285
17645350,Ben Carson,Cenk Uygur,291
17651375,Federal Bureau of Investigation,Prince,301
17692892,Dog,Drill instructor,261
17711229,ARMA 3,Doom,267
17763100,Vine,Virtual reality,323
17775298,Donald Trump,Sit-in,324
17788248,Missile,September 11 attacks,283
17809932,Economic collapse,United States Armed Forces,302
17864396,South China Sea,World War III,392
17875677,Counter-Strike,Star Wars,374
17876736,Grand Theft Auto,KSIOlajidebt,292
17878876,Economy,Illuminati,362
17968870,Black Lives Matter,"United States presidential election, 2016",291
17981786,Physical exercise,Police officer,375
18008045,AR-7,Shooting,271
18010686,Helicopter,Lockheed Martin F-35 Lightning II,311
18013881,North Korea,Train,354
18020853,North Atlantic Treaty Organization (NATO),War,272
18024355,Alex Jones,China,360
18047754,Fallout,XCOM 2,283
18053671,Fishing,Gun,426
18085571,Bernie Sanders,Last Week Tonight with John Oliver,466
18093744,Bundy standoff,Illuminati,457
18094354,Flashlight,Gun,312
18122644,CollegeHumor,Practical joke,354
18125700,Oregon,Prince,424
18161280,Iran,Rape,329
18162381,Donald Trump,Planets beyond Neptune,881
18181167,Barack Obama,Super Tuesday,395
18190142,Police officer,Sarah Palin,334
18201793,China,Proposed referendum on United Kingdom membership of the European Union,533
18219992,Call of Duty: Black Ops III,Star Wars,730
18247688,John Oliver,Stephen Colbert,348
18275901,Counter-Strike,Mod,280
18283455,Immigration,Oregon,367
18284371,Girlfriend,Grand Theft Auto,315
18285163,Alex Jones,Sarah Palin,294
18291143,Unmanned aerial vehicle,World War II,284
18293443,Donald Trump,North Korea,1485
18322831,Battlefield,The Young Turks,265
18340681,Film,Unidentified flying object,521
18340958,Recruit training,Video game,385
18348752,David Icke,Donald Trump,475
18385636,Central Intelligence Agency (CIA),Unidentified flying object,265
18392264,Nigel Farage,Syria,334
18398226,Sarah Palin,Transgender,291
18434791,Firearm,Gun,2527
18454665,Economic collapse,Satan,250
18460008,Fallout: 4,Ghostbusters III,321
18496438,Assault rifle,Pistol,605
18570558,Earthquake,United Kingdom,313
18611717,Call of Duty: Black Ops II,Practical joke,438
18627381,Special Forces,Video game,325
18630001,Army,Hillary Rodham Clinton,283
18669907,Firearm,Glock,888
18672868,Planet,United States Navy,288
18684959,Bernie Sanders,United States Army,254
18719850,.22 Long Rifle,Revolver,400
18771518,Earthquake,Prophecy,583
18798288,Hillary Rodham Clinton,Rapture,294
18819657,Shooting,United States Air Force,420
18847935,Dog,Roman Atwood,276
18887905,Donald Trump,Smosh,287
18894690,Donald Trump,Pepper spray,269
18936508,CNN,Hillary Rodham Clinton,512
18936513,Israel,North Atlantic Treaty Organization (NATO),367
18956227,Artificial intelligence,Donald Trump,328
19000891,Jet aircraft,Vladimir Putin,255
19007996,Proposed referendum on United Kingdom membership of the European Union,United States Department of Homeland Security,254
19016390,SHOT Show,United States Navy,265
19037814,Jet aircraft,Weapon,276
19043959,Firearm,Republican Party,612
19054409,Donald Trump,Technology,296
19059015,Sexual intercourse,Superman,250
19060181,Child,Police,348
19083729,Vice News,Video game,324
19097231,Knife,National Rifle Association,268
19106751,Ark: Survival Evolved,Grand Theft Auto,439
19110420,Cenk Uygur,Protest,262
19123684,Robot,Ted Cruz,466
19132984,George Soros,Second Amendment,254
19142772,Gun,Ku Klux Klan,316
19147300,Fine Brothers,Games,425
19189099,The Forest,Virtual reality,256
19190336,Batman v Superman: Dawn of Justice,Donald Trump,602
19200440,Batman,Teenage Mutant Ninja Turtles,312
19206504,Fallout: 4,Suicide Squad,332
19208890,ARMA 3,Virtual reality,367
19237575,Alex Jones,Baal,271
19262111,Car,Draft:Independence Day 2,250
19291648,Gun,Hand grenade,325
19327791,Number of the beast,Walmart,284
19347628,Illuminati,Pedophilia,301
19367776,Alex Jones,Nephilim,289
19381167,Illuminati,Saudi Arabia,434
19401569,Police officer,Weapon,479
19412842,Feminism,National Rifle Association,254
19412948,Feminism,United States Navy,343
19432927,United States Army,Weapon,362
19475311,Battle rap,Gun,274
19478629,Donald Trump,Economic collapse,1083
19480186,Ted Cruz,The Trump Entrepreneur Initiative,357
19494172,Donald Trump,Transportation Security Administration,523
19522404,Fine Brothers,Mario,302
19522693,Bundy standoff,Syria,428
19557269,David Bowie,Gun,387
19558139,Conan O'Brien,Military,392
19570487,Games,Suicide Squad,284
19579477,Conspiracy,Conspiracy theory,292
19586897,Gun control,Rifle,670
19590086,Antichrist,Donald Trump,656
